"","Verb","Tense","Person","Number","Data.point","Forms","Radical"
"2751","Dire","IMPERF-IND",3,"sg","Luchapt","dizi",2
"2752","Dire","IMPERF-IND",1,"pl","Luchapt","dizjã",2
"2753","Dire","IMPERF-IND",2,"pl","Luchapt","dizjɛ",2
"2754","Dire","IMPERF-IND",3,"pl","Luchapt","dizjã",2
"2755","Croire","IMPERF-IND",1,"sg","Luchapt","kreji",2
"2756","Croire","IMPERF-IND",2,"sg","Luchapt","kreji",2
"2757","Croire","IMPERF-IND",3,"sg","Luchapt","kreji",2
"2758","Croire","IMPERF-IND",1,"pl","Luchapt","krejã",2
"2759","Croire","IMPERF-IND",2,"pl","Luchapt","krejɛ",2
"2760","Croire","IMPERF-IND",3,"pl","Luchapt","krejã",2
"2761","Prendre","IMPERF-IND",1,"sg","Luchapt","prəni",3
"2762","Prendre","IMPERF-IND",2,"sg","Luchapt","prəni",3
"2763","Prendre","IMPERF-IND",3,"sg","Luchapt","prəni",3
"2764","Prendre","IMPERF-IND",1,"pl","Luchapt","prənjã",3
"2765","Prendre","IMPERF-IND",2,"pl","Luchapt","prənjɛ",3
"2766","Prendre","IMPERF-IND",3,"pl","Luchapt","prənjã",3
"2767","Voir","IMPERF-IND",1,"sg","Luchapt","veji",2
"2768","Voir","IMPERF-IND",2,"sg","Luchapt","veji",2
"2769","Voir","IMPERF-IND",3,"sg","Luchapt","veji",2
"2770","Voir","IMPERF-IND",1,"pl","Luchapt","vejjã",2
"2771","Voir","IMPERF-IND",2,"pl","Luchapt","vejjɛ",2
"2772","Voir","IMPERF-IND",3,"pl","Luchapt","vejjã",2
"2773","Chanter","IMPERF-IND",1,"sg","La Châtre-Langlin","ʃãtø",NA
"2774","Chanter","IMPERF-IND",2,"sg","La Châtre-Langlin","tʃãtø",NA
"2775","Chanter","IMPERF-IND",3,"sg","La Châtre-Langlin","ʃãtø",NA
"2776","Chanter","IMPERF-IND",1,"pl","La Châtre-Langlin","ʃãtjɛ̃",NA
"2777","Chanter","IMPERF-IND",2,"pl","La Châtre-Langlin","ʃãtjɛ",NA
"2778","Chanter","IMPERF-IND",3,"pl","La Châtre-Langlin","ʃãtjã",NA
"2779","Lier","IMPERF-IND",1,"sg","La Châtre-Langlin","(Missing)",NA
"2780","Lier","IMPERF-IND",2,"sg","La Châtre-Langlin","(Missing)",NA
"2781","Lier","IMPERF-IND",3,"sg","La Châtre-Langlin","(Missing)",NA
"2782","Lier","IMPERF-IND",1,"pl","La Châtre-Langlin","(Missing)",NA
"2783","Lier","IMPERF-IND",2,"pl","La Châtre-Langlin","(Missing)",NA
"2784","Lier","IMPERF-IND",3,"pl","La Châtre-Langlin","(Missing)",NA
"2785","Couver","IMPERF-IND",1,"sg","La Châtre-Langlin","kwø",NA
"2786","Couver","IMPERF-IND",2,"sg","La Châtre-Langlin","tkwø",NA
"2787","Couver","IMPERF-IND",3,"sg","La Châtre-Langlin","kwø",NA
"2788","Couver","IMPERF-IND",1,"pl","La Châtre-Langlin","(Missing)",NA
"2789","Couver","IMPERF-IND",2,"pl","La Châtre-Langlin","(Missing)",NA
"2790","Couver","IMPERF-IND",3,"pl","La Châtre-Langlin","(Missing)",NA
"2791","Acheter","IMPERF-IND",1,"sg","La Châtre-Langlin","aʃ(ə)tø",NA
"2792","Acheter","IMPERF-IND",2,"sg","La Châtre-Langlin","aʃ(ə)tø",NA
"2793","Acheter","IMPERF-IND",3,"sg","La Châtre-Langlin","oz/al aʃ(ə)tø",NA
"2794","Acheter","IMPERF-IND",1,"pl","La Châtre-Langlin","aʃ(ə)tjɛ̃",NA
"2795","Acheter","IMPERF-IND",2,"pl","La Châtre-Langlin","w aʃ(ə)tjɛ",NA
"2796","Acheter","IMPERF-IND",3,"pl","La Châtre-Langlin","aʃ(ə)tjã",NA
"2797","Aller","IMPERF-IND",1,"sg","La Châtre-Langlin","nalø",NA
"2798","Aller","IMPERF-IND",2,"sg","La Châtre-Langlin","tnalø",NA
"2799","Aller","IMPERF-IND",3,"sg","La Châtre-Langlin","nalø",NA
"2800","Aller","IMPERF-IND",1,"pl","La Châtre-Langlin","naljɛ̃",NA
"2801","Aller","IMPERF-IND",2,"pl","La Châtre-Langlin","naljɛ",NA
"2802","Aller","IMPERF-IND",3,"pl","La Châtre-Langlin","naljã",NA
"2803","Blanchir","IMPERF-IND",1,"sg","La Châtre-Langlin","bjãʃisø",NA
"2804","Blanchir","IMPERF-IND",2,"sg","La Châtre-Langlin","tbjãʃisø",NA
"2805","Blanchir","IMPERF-IND",3,"sg","La Châtre-Langlin","bjãʃisø",NA
"2806","Blanchir","IMPERF-IND",1,"pl","La Châtre-Langlin","bjãʃisjɛ̃",NA
"2807","Blanchir","IMPERF-IND",2,"pl","La Châtre-Langlin","bjãʃisjɛ",NA
"2808","Blanchir","IMPERF-IND",3,"pl","La Châtre-Langlin","bjãʃisjã",NA
"2809","Couvrir","IMPERF-IND",1,"sg","La Châtre-Langlin","(Missing)",NA
"2810","Couvrir","IMPERF-IND",2,"sg","La Châtre-Langlin","(Missing)",NA
"2811","Couvrir","IMPERF-IND",3,"sg","La Châtre-Langlin","(Missing)",NA
"2812","Couvrir","IMPERF-IND",1,"pl","La Châtre-Langlin","(Missing)",NA
"2813","Couvrir","IMPERF-IND",2,"pl","La Châtre-Langlin","(Missing)",NA
"2814","Couvrir","IMPERF-IND",3,"pl","La Châtre-Langlin","(Missing)",NA
"2815","Partir","IMPERF-IND",1,"sg","La Châtre-Langlin","partø",NA
"2816","Partir","IMPERF-IND",2,"sg","La Châtre-Langlin","tpartø",NA
"2817","Partir","IMPERF-IND",3,"sg","La Châtre-Langlin","partø",NA
"2818","Partir","IMPERF-IND",1,"pl","La Châtre-Langlin","partijɛ̃",NA
"2819","Partir","IMPERF-IND",2,"pl","La Châtre-Langlin","partijɛ",NA
"2820","Partir","IMPERF-IND",3,"pl","La Châtre-Langlin","partijã",NA
"2821","Vendre","IMPERF-IND",1,"sg","La Châtre-Langlin","vãdø",NA
"2822","Vendre","IMPERF-IND",2,"sg","La Châtre-Langlin","tvãdø",NA
"2823","Vendre","IMPERF-IND",3,"sg","La Châtre-Langlin","vãdø",NA
"2824","Vendre","IMPERF-IND",1,"pl","La Châtre-Langlin","vãdjɛ̃",NA
"2825","Vendre","IMPERF-IND",2,"pl","La Châtre-Langlin","vãdjɛ",NA
"2826","Vendre","IMPERF-IND",3,"pl","La Châtre-Langlin","vãdjã",NA
"2827","Avoir","IMPERF-IND",1,"sg","La Châtre-Langlin","avø",NA
"2828","Avoir","IMPERF-IND",2,"sg","La Châtre-Langlin","avø",NA
"2829","Avoir","IMPERF-IND",3,"sg","La Châtre-Langlin","oz/al avø",NA
"2830","Avoir","IMPERF-IND",1,"pl","La Châtre-Langlin","avjɛ̃",NA
"2831","Avoir","IMPERF-IND",2,"pl","La Châtre-Langlin","w avjɛ",NA
"2832","Avoir","IMPERF-IND",3,"pl","La Châtre-Langlin","avjã",NA
"2833","Être","IMPERF-IND",1,"sg","La Châtre-Langlin","atø",NA
"2834","Être","IMPERF-IND",2,"sg","La Châtre-Langlin","atø",NA
"2835","Être","IMPERF-IND",3,"sg","La Châtre-Langlin","oz/al atø",NA
"2836","Être","IMPERF-IND",1,"pl","La Châtre-Langlin","atjɛ̃",NA
"2837","Être","IMPERF-IND",2,"pl","La Châtre-Langlin","w atjɛ",NA
"2838","Être","IMPERF-IND",3,"pl","La Châtre-Langlin","atjã",NA
"2839","Pouvoir","IMPERF-IND",1,"sg","La Châtre-Langlin","p(ə)dø",NA
"2840","Pouvoir","IMPERF-IND",2,"sg","La Châtre-Langlin","tp(ə)dø",NA
"2841","Pouvoir","IMPERF-IND",3,"sg","La Châtre-Langlin","p(ə)dø",NA
"2842","Pouvoir","IMPERF-IND",1,"pl","La Châtre-Langlin","pədjɛ̃",NA
"2843","Pouvoir","IMPERF-IND",2,"pl","La Châtre-Langlin","pədjɛ",NA
"2844","Pouvoir","IMPERF-IND",3,"pl","La Châtre-Langlin","pədjã",NA
"2845","Vouloir","IMPERF-IND",1,"sg","La Châtre-Langlin","v(ə)lø",NA
"2846","Vouloir","IMPERF-IND",2,"sg","La Châtre-Langlin","tv(ə)lø",NA
"2847","Vouloir","IMPERF-IND",3,"sg","La Châtre-Langlin","v(ə)lø",NA
"2848","Vouloir","IMPERF-IND",1,"pl","La Châtre-Langlin","vəljɛ̃",NA
"2849","Vouloir","IMPERF-IND",2,"pl","La Châtre-Langlin","vəljɛ",NA
"2850","Vouloir","IMPERF-IND",3,"pl","La Châtre-Langlin","vəljã",NA
"2851","Savoir","IMPERF-IND",1,"sg","La Châtre-Langlin","savø",NA
"2852","Savoir","IMPERF-IND",2,"sg","La Châtre-Langlin","tsavø",NA
"2853","Savoir","IMPERF-IND",3,"sg","La Châtre-Langlin","savø",NA
"2854","Savoir","IMPERF-IND",1,"pl","La Châtre-Langlin","savjɛ̃",NA
"2855","Savoir","IMPERF-IND",2,"pl","La Châtre-Langlin","savjɛ",NA
"2856","Savoir","IMPERF-IND",3,"pl","La Châtre-Langlin","savjã",NA
"2857","Devoir","IMPERF-IND",1,"sg","La Châtre-Langlin","d(ə)vø",NA
"2858","Devoir","IMPERF-IND",2,"sg","La Châtre-Langlin","td(ə)vø",NA
"2859","Devoir","IMPERF-IND",3,"sg","La Châtre-Langlin","d(ə)vø",NA
"2860","Devoir","IMPERF-IND",1,"pl","La Châtre-Langlin","dəvjɛ̃",NA
"2861","Devoir","IMPERF-IND",2,"pl","La Châtre-Langlin","dəvjɛ",NA
"2862","Devoir","IMPERF-IND",3,"pl","La Châtre-Langlin","dəvjã",NA
"2863","Faire","IMPERF-IND",1,"sg","La Châtre-Langlin","fa/əzø",NA
"2864","Faire","IMPERF-IND",2,"sg","La Châtre-Langlin","tfa/əzø",NA
"2865","Faire","IMPERF-IND",3,"sg","La Châtre-Langlin","fa/əzø",NA
"2866","Faire","IMPERF-IND",1,"pl","La Châtre-Langlin","fa/əzjɛ̃",NA
"2867","Faire","IMPERF-IND",2,"pl","La Châtre-Langlin","fa/əzjɛ",NA
"2868","Faire","IMPERF-IND",3,"pl","La Châtre-Langlin","fa/əzjã",NA
"2869","Venir","IMPERF-IND",1,"sg","La Châtre-Langlin","v(ə)nø",NA
"2870","Venir","IMPERF-IND",2,"sg","La Châtre-Langlin","tv(ə)nø",NA
"2871","Venir","IMPERF-IND",3,"sg","La Châtre-Langlin","v(ə)nø",NA
"2872","Venir","IMPERF-IND",1,"pl","La Châtre-Langlin","vənjɛ̃",NA
"2873","Venir","IMPERF-IND",2,"pl","La Châtre-Langlin","vənjɛ",NA
"2874","Venir","IMPERF-IND",3,"pl","La Châtre-Langlin","vənjã",NA
"2875","Tenir","IMPERF-IND",1,"sg","La Châtre-Langlin","t(ə)nø",NA
"2876","Tenir","IMPERF-IND",2,"sg","La Châtre-Langlin","tt(ə)nø",NA
"2877","Tenir","IMPERF-IND",3,"sg","La Châtre-Langlin","t(ə)nø",NA
"2878","Tenir","IMPERF-IND",1,"pl","La Châtre-Langlin","tənjɛ̃",NA
"2879","Tenir","IMPERF-IND",2,"pl","La Châtre-Langlin","tənjɛ",NA
"2880","Tenir","IMPERF-IND",3,"pl","La Châtre-Langlin","tənjã",NA
"2881","Dire","IMPERF-IND",1,"sg","La Châtre-Langlin","dʒø",NA
"2882","Dire","IMPERF-IND",2,"sg","La Châtre-Langlin","tdʒø",NA
"2883","Dire","IMPERF-IND",3,"sg","La Châtre-Langlin","dʒø",NA
"2884","Dire","IMPERF-IND",1,"pl","La Châtre-Langlin","dəʒjɛ̃",NA
"2885","Dire","IMPERF-IND",2,"pl","La Châtre-Langlin","dəʒjɛ",NA
"2886","Dire","IMPERF-IND",3,"pl","La Châtre-Langlin","dəʒjã",NA
"2887","Croire","IMPERF-IND",1,"sg","La Châtre-Langlin","krəjø",NA
"2888","Croire","IMPERF-IND",2,"sg","La Châtre-Langlin","tkrəjø",NA
"2889","Croire","IMPERF-IND",3,"sg","La Châtre-Langlin","krəjø",NA
"2890","Croire","IMPERF-IND",1,"pl","La Châtre-Langlin","krəjjɛ̃",NA
"2891","Croire","IMPERF-IND",2,"pl","La Châtre-Langlin","krəjjɛ",NA
"2892","Croire","IMPERF-IND",3,"pl","La Châtre-Langlin","krəjjã",NA
"2893","Prendre","IMPERF-IND",1,"sg","La Châtre-Langlin","prənø",NA
"2894","Prendre","IMPERF-IND",2,"sg","La Châtre-Langlin","tprənø",NA
"2895","Prendre","IMPERF-IND",3,"sg","La Châtre-Langlin","prənø",NA
"2896","Prendre","IMPERF-IND",1,"pl","La Châtre-Langlin","prənjɛ̃",NA
"2897","Prendre","IMPERF-IND",2,"pl","La Châtre-Langlin","prənjɛ",NA
"2898","Prendre","IMPERF-IND",3,"pl","La Châtre-Langlin","prənjã",NA
"2899","Voir","IMPERF-IND",1,"sg","La Châtre-Langlin","vəjø",NA
"2900","Voir","IMPERF-IND",2,"sg","La Châtre-Langlin","tvəjø",NA
"2901","Voir","IMPERF-IND",3,"sg","La Châtre-Langlin","vəjø",NA
"2902","Voir","IMPERF-IND",1,"pl","La Châtre-Langlin","vəjjɛ̃",NA
"2903","Voir","IMPERF-IND",2,"pl","La Châtre-Langlin","vəjjɛ",NA
"2904","Voir","IMPERF-IND",3,"pl","La Châtre-Langlin","vəjjã",NA
"2905","Chanter","IMPERF-IND",1,"sg","Naves","ʃɛ̃tʃjɔ",2
"2906","Chanter","IMPERF-IND",2,"sg","Naves","ʃɛ̃tʃjɑ",2
"2907","Chanter","IMPERF-IND",3,"sg","Naves","ʃɛ̃tʃjɔ",2
"2908","Chanter","IMPERF-IND",1,"pl","Naves","ʃɛ̃tjã",2
"2909","Chanter","IMPERF-IND",2,"pl","Naves","ʃɛ̃tʃjɑ",2
"2910","Chanter","IMPERF-IND",3,"pl","Naves","ʃɛ̃tʃjã",2
"2911","Lier","IMPERF-IND",1,"sg","Naves","jiɔ",3
"2912","Lier","IMPERF-IND",2,"sg","Naves","jiɑ",3
"2913","Lier","IMPERF-IND",3,"sg","Naves","jiɔ",3
"2914","Lier","IMPERF-IND",1,"pl","Naves","jiã",3
"2915","Lier","IMPERF-IND",2,"pl","Naves","jiɑ",3
"2916","Lier","IMPERF-IND",3,"pl","Naves","jiã",3
"2917","Couver","IMPERF-IND",1,"sg","Naves","ɡrwajɔ",3
"2918","Couver","IMPERF-IND",2,"sg","Naves","ɡrwajɑ",3
"2919","Couver","IMPERF-IND",3,"sg","Naves","ɡrwajɔ",3
"2920","Couver","IMPERF-IND",1,"pl","Naves","ɡrwajã",3
"2921","Couver","IMPERF-IND",2,"pl","Naves","ɡrwajɑ",3
"2922","Couver","IMPERF-IND",3,"pl","Naves","ɡrwajã",3
"2923","Acheter","IMPERF-IND",1,"sg","Naves","aʃ(ə)tjɔ",3
"2924","Acheter","IMPERF-IND",2,"sg","Naves","aʃ(ə)tjɑ",3
"2925","Acheter","IMPERF-IND",3,"sg","Naves","aʃ(ə)tjɔ",3
"2926","Acheter","IMPERF-IND",1,"pl","Naves","aʃ(ə)tjã",3
"2927","Acheter","IMPERF-IND",2,"pl","Naves","w aʃ(ə)tjɑ",3
"2928","Acheter","IMPERF-IND",3,"pl","Naves","aʃ(ə)tjã",3
"2929","Aller","IMPERF-IND",1,"sg","Naves","zanjɔ",2
"2930","Aller","IMPERF-IND",2,"sg","Naves","zanjɑ",2
"2931","Aller","IMPERF-IND",3,"sg","Naves","zanjɔ",2
"2932","Aller","IMPERF-IND",1,"pl","Naves","zanjã",2
"2933","Aller","IMPERF-IND",2,"pl","Naves","zanjɑ",2
"2934","Aller","IMPERF-IND",3,"pl","Naves","zanjã",2
"2935","Blanchir","IMPERF-IND",1,"sg","Naves","blɛ̃ʃisjɔ",2
"2936","Blanchir","IMPERF-IND",2,"sg","Naves","blɛ̃ʃisjɑ",2
"2937","Blanchir","IMPERF-IND",3,"sg","Naves","blɛ̃ʃisjɔ",2
"2938","Blanchir","IMPERF-IND",1,"pl","Naves","blɛ̃ʃisjã",2
"2939","Blanchir","IMPERF-IND",2,"pl","Naves","blɛ̃ʃisjɑ",2
"2940","Blanchir","IMPERF-IND",3,"pl","Naves","blɛ̃ʃisjã",2
"2941","Couvrir","IMPERF-IND",1,"sg","Naves","(Missing)",NA
"2942","Couvrir","IMPERF-IND",2,"sg","Naves","(Missing)",NA
"2943","Couvrir","IMPERF-IND",3,"sg","Naves","(Missing)",NA
"2944","Couvrir","IMPERF-IND",1,"pl","Naves","(Missing)",NA
"2945","Couvrir","IMPERF-IND",2,"pl","Naves","(Missing)",NA
"2946","Couvrir","IMPERF-IND",3,"pl","Naves","(Missing)",NA
"2947","Partir","IMPERF-IND",1,"sg","Naves","partʃjɔ",2
"2948","Partir","IMPERF-IND",2,"sg","Naves","partʃjɑ",2
"2949","Partir","IMPERF-IND",3,"sg","Naves","partʃjɔ",2
"2950","Partir","IMPERF-IND",1,"pl","Naves","partʃjã",2
"2951","Partir","IMPERF-IND",2,"pl","Naves","partʃjɑ",2
"2952","Partir","IMPERF-IND",3,"pl","Naves","partʃjã",2
"2953","Vendre","IMPERF-IND",1,"sg","Naves","vɛ̃djɔ",2
"2954","Vendre","IMPERF-IND",2,"sg","Naves","vɛ̃djɑ",2
"2955","Vendre","IMPERF-IND",3,"sg","Naves","vɛ̃djɔ",2
"2956","Vendre","IMPERF-IND",1,"pl","Naves","vɛ̃djã",2
"2957","Vendre","IMPERF-IND",2,"pl","Naves","vɛ̃djɑ",2
"2958","Vendre","IMPERF-IND",3,"pl","Naves","vɛ̃djã",2
"2959","Avoir","IMPERF-IND",1,"sg","Naves","ajɔ",NA
"2960","Avoir","IMPERF-IND",2,"sg","Naves","ajɑ",NA
"2961","Avoir","IMPERF-IND",3,"sg","Naves","ol/l ajɔ",NA
"2962","Avoir","IMPERF-IND",1,"pl","Naves","ajã",NA
"2963","Avoir","IMPERF-IND",2,"pl","Naves","w ajɑ",NA
"2964","Avoir","IMPERF-IND",3,"pl","Naves","ajã",NA
"2965","Être","IMPERF-IND",1,"sg","Naves","ejɔ",NA
"2966","Être","IMPERF-IND",2,"sg","Naves","ejɑ",NA
"2967","Être","IMPERF-IND",3,"sg","Naves","ol/l ejɔ",NA
"2968","Être","IMPERF-IND",1,"pl","Naves","ejã",NA
"2969","Être","IMPERF-IND",2,"pl","Naves","w ejɑ",NA
"2970","Être","IMPERF-IND",3,"pl","Naves","ejã",NA
"2971","Pouvoir","IMPERF-IND",1,"sg","Naves","pjɔ",3
"2972","Pouvoir","IMPERF-IND",2,"sg","Naves","pjɑ",3
"2973","Pouvoir","IMPERF-IND",3,"sg","Naves","pjɔ",3
"2974","Pouvoir","IMPERF-IND",1,"pl","Naves","pjã",3
"2975","Pouvoir","IMPERF-IND",2,"pl","Naves","pjɑ",3
"2976","Pouvoir","IMPERF-IND",3,"pl","Naves","pjã",3
"2977","Vouloir","IMPERF-IND",1,"sg","Naves","vodʒjɔ / vljɔ",3
"2978","Vouloir","IMPERF-IND",2,"sg","Naves","vodʒjɑ / vljɑ",3
"2979","Vouloir","IMPERF-IND",3,"sg","Naves","vodʒjɔ / vljɔ",3
"2980","Vouloir","IMPERF-IND",1,"pl","Naves","vodʒjã / vljã",3
"2981","Vouloir","IMPERF-IND",2,"pl","Naves","vodʒjɑ / vljɑ",3
"2982","Vouloir","IMPERF-IND",3,"pl","Naves","vodʒjã / vljã",3
"2983","Savoir","IMPERF-IND",1,"sg","Naves","sobjɔ",2
"2984","Savoir","IMPERF-IND",2,"sg","Naves","sobjɑ",2
"2985","Savoir","IMPERF-IND",3,"sg","Naves","sobjɔ",2
"2986","Savoir","IMPERF-IND",1,"pl","Naves","sobjã",2
"2987","Savoir","IMPERF-IND",2,"pl","Naves","sobjɑ",2
"2988","Savoir","IMPERF-IND",3,"pl","Naves","sobjã",2
"2989","Devoir","IMPERF-IND",1,"sg","Naves","dyvjɔ",2
"2990","Devoir","IMPERF-IND",2,"sg","Naves","dyvjɑ",2
"2991","Devoir","IMPERF-IND",3,"sg","Naves","dyvjɔ",2
"2992","Devoir","IMPERF-IND",1,"pl","Naves","dyvjã",2
"2993","Devoir","IMPERF-IND",2,"pl","Naves","dyvjɑ",2
"2994","Devoir","IMPERF-IND",3,"pl","Naves","dyvjã",2
"2995","Faire","IMPERF-IND",1,"sg","Naves","fazjɔ",2
"2996","Faire","IMPERF-IND",2,"sg","Naves","fazjɑ",2
"2997","Faire","IMPERF-IND",3,"sg","Naves","fazjɔ",2
"2998","Faire","IMPERF-IND",1,"pl","Naves","fazjã",2
"2999","Faire","IMPERF-IND",2,"pl","Naves","fazjɑ",2
"3000","Faire","IMPERF-IND",3,"pl","Naves","fazjã",2
"3001","Venir","IMPERF-IND",1,"sg","Naves","v(ə)njɔ",3
"3002","Venir","IMPERF-IND",2,"sg","Naves","v(ə)njɑ",3
"3003","Venir","IMPERF-IND",3,"sg","Naves","v(ə)njɔ",3
"3004","Venir","IMPERF-IND",1,"pl","Naves","v(ə)njã",3
"3005","Venir","IMPERF-IND",2,"pl","Naves","v(ə)njɑ",3
"3006","Venir","IMPERF-IND",3,"pl","Naves","v(ə)njã",3
"3007","Tenir","IMPERF-IND",1,"sg","Naves","t(ə)njɔ",3
"3008","Tenir","IMPERF-IND",2,"sg","Naves","t(ə)njɑ",3
"3009","Tenir","IMPERF-IND",3,"sg","Naves","t(ə)njɔ",3
"3010","Tenir","IMPERF-IND",1,"pl","Naves","t(ə)njã",3
"3011","Tenir","IMPERF-IND",2,"pl","Naves","t(ə)njɑ",3
"3012","Tenir","IMPERF-IND",3,"pl","Naves","t(ə)njã",3
"3013","Dire","IMPERF-IND",1,"sg","Naves","dizjɔ",2
"3014","Dire","IMPERF-IND",2,"sg","Naves","dizjɑ",2
"3015","Dire","IMPERF-IND",3,"sg","Naves","dizjɔ",2
"3016","Dire","IMPERF-IND",1,"pl","Naves","dizjã",2
"3017","Dire","IMPERF-IND",2,"pl","Naves","dizjɑ",2
"3018","Dire","IMPERF-IND",3,"pl","Naves","dizjã",2
"3019","Croire","IMPERF-IND",1,"sg","Naves","kœrjɔ",3
"3020","Croire","IMPERF-IND",2,"sg","Naves","kœrjɑ",3
"3021","Croire","IMPERF-IND",3,"sg","Naves","kœrjɔ",3
"3022","Croire","IMPERF-IND",1,"pl","Naves","kœrjã",3
"3023","Croire","IMPERF-IND",2,"pl","Naves","kœrjɑ",3
"3024","Croire","IMPERF-IND",3,"pl","Naves","kœrjã",3
"3025","Prendre","IMPERF-IND",1,"sg","Naves","pœrnjɔ",2
"3026","Prendre","IMPERF-IND",2,"sg","Naves","pœrnjɑ",2
"3027","Prendre","IMPERF-IND",3,"sg","Naves","pœrnjɔ",2
"3028","Prendre","IMPERF-IND",1,"pl","Naves","pœrnjã",2
"3029","Prendre","IMPERF-IND",2,"pl","Naves","pœrnjɑ",2
"3030","Prendre","IMPERF-IND",3,"pl","Naves","pœrnjã",2
"3031","Voir","IMPERF-IND",1,"sg","Naves","v(ə)dʒjɔ",3
"3032","Voir","IMPERF-IND",2,"sg","Naves","v(ə)dʒjɑ",3
"3033","Voir","IMPERF-IND",3,"sg","Naves","v(ə)dʒjɔ",3
"3034","Voir","IMPERF-IND",1,"pl","Naves","v(ə)dʒjã",3
"3035","Voir","IMPERF-IND",2,"pl","Naves","v(ə)dʒjɑ",3
"3036","Voir","IMPERF-IND",3,"pl","Naves","v(ə)dʒjã",3
"3037","Chanter","IMPERF-IND",1,"sg","Prissac","ʃãtɛ",NA
"3038","Chanter","IMPERF-IND",2,"sg","Prissac","ʃãtɛ",NA
"3039","Chanter","IMPERF-IND",3,"sg","Prissac","ʃãtɛ",NA
"3040","Chanter","IMPERF-IND",1,"pl","Prissac","nʃãtjɔ̃",NA
"3041","Chanter","IMPERF-IND",2,"pl","Prissac","vʃãtje",NA
"3042","Chanter","IMPERF-IND",3,"pl","Prissac","ʃãtjɔ̃",NA
"3043","Lier","IMPERF-IND",1,"sg","Prissac","(Missing)",NA
"3044","Lier","IMPERF-IND",2,"sg","Prissac","(Missing)",NA
"3045","Lier","IMPERF-IND",3,"sg","Prissac","(Missing)",NA
"3046","Lier","IMPERF-IND",1,"pl","Prissac","(Missing)",NA
"3047","Lier","IMPERF-IND",2,"pl","Prissac","(Missing)",NA
"3048","Lier","IMPERF-IND",3,"pl","Prissac","(Missing)",NA
"3049","Couver","IMPERF-IND",1,"sg","Prissac","kwɛ",NA
"3050","Couver","IMPERF-IND",2,"sg","Prissac","kwɛ",NA
"3051","Couver","IMPERF-IND",3,"sg","Prissac","kwɛ",NA
"3052","Couver","IMPERF-IND",1,"pl","Prissac","nkuvjɔ̃",NA
"3053","Couver","IMPERF-IND",2,"pl","Prissac","vkuvje",NA
"3054","Couver","IMPERF-IND",3,"pl","Prissac","kuvjɔ̃",NA
"3055","Acheter","IMPERF-IND",1,"sg","Prissac","aʃ(ə)tɛ",NA
"3056","Acheter","IMPERF-IND",2,"sg","Prissac","aʃ(ə)tɛ",NA
"3057","Acheter","IMPERF-IND",3,"sg","Prissac","aʃ(ə)tɛ",NA
"3058","Acheter","IMPERF-IND",1,"pl","Prissac","naʃ(ə)tjɔ̃",NA
"3059","Acheter","IMPERF-IND",2,"pl","Prissac","vaʃ(ə)tje",NA
"3060","Acheter","IMPERF-IND",3,"pl","Prissac","aʃ(ə)tjɔ̃",NA
"3061","Aller","IMPERF-IND",1,"sg","Prissac","alɛ",NA
"3062","Aller","IMPERF-IND",2,"sg","Prissac","alɛ",NA
"3063","Aller","IMPERF-IND",3,"sg","Prissac","alɛ",NA
"3064","Aller","IMPERF-IND",1,"pl","Prissac","naljɔ̃",NA
"3065","Aller","IMPERF-IND",2,"pl","Prissac","valje",NA
"3066","Aller","IMPERF-IND",3,"pl","Prissac","aljɔ̃",NA
"3067","Blanchir","IMPERF-IND",1,"sg","Prissac","blãʃisɛ",NA
"3068","Blanchir","IMPERF-IND",2,"sg","Prissac","blãʃisɛ",NA
"3069","Blanchir","IMPERF-IND",3,"sg","Prissac","blãʃisɛ",NA
"3070","Blanchir","IMPERF-IND",1,"pl","Prissac","nblãʃisjɔ̃",NA
"3071","Blanchir","IMPERF-IND",2,"pl","Prissac","vblãʃisje",NA
"3072","Blanchir","IMPERF-IND",3,"pl","Prissac","blãʃisjɔ̃",NA
"3073","Couvrir","IMPERF-IND",1,"sg","Prissac","kuvrɛ",NA
"3074","Couvrir","IMPERF-IND",2,"sg","Prissac","kuvrɛ",NA
"3075","Couvrir","IMPERF-IND",3,"sg","Prissac","kuvrɛ",NA
"3076","Couvrir","IMPERF-IND",1,"pl","Prissac","nkuvrjɔ̃",NA
"3077","Couvrir","IMPERF-IND",2,"pl","Prissac","vkuvrje",NA
"3078","Couvrir","IMPERF-IND",3,"pl","Prissac","kuvrjɔ̃",NA
"3079","Partir","IMPERF-IND",1,"sg","Prissac","partɛ",NA
"3080","Partir","IMPERF-IND",2,"sg","Prissac","partɛ",NA
"3081","Partir","IMPERF-IND",3,"sg","Prissac","partɛ",NA
"3082","Partir","IMPERF-IND",1,"pl","Prissac","npartjɔ̃",NA
"3083","Partir","IMPERF-IND",2,"pl","Prissac","vpartje",NA
"3084","Partir","IMPERF-IND",3,"pl","Prissac","partjɔ̃",NA
"3085","Vendre","IMPERF-IND",1,"sg","Prissac","vãdɛ",NA
"3086","Vendre","IMPERF-IND",2,"sg","Prissac","vãdɛ",NA
"3087","Vendre","IMPERF-IND",3,"sg","Prissac","vãdɛ",NA
"3088","Vendre","IMPERF-IND",1,"pl","Prissac","nvãdjɔ̃",NA
"3089","Vendre","IMPERF-IND",2,"pl","Prissac","vvãdje",NA
"3090","Vendre","IMPERF-IND",3,"pl","Prissac","vãdjɔ̃",NA
