"","Verb","Tense","Person","Number","Data.point","Forms","Radical"
"6414","Vouloir","FUT",3,"pl","Châteauponsac","vuˈdrã",NA
"6415","Savoir","FUT",1,"sg","Châteauponsac","soˈraj",NA
"6416","Savoir","FUT",2,"sg","Châteauponsac","soˈraː",NA
"6417","Savoir","FUT",3,"sg","Châteauponsac","soˈrɔ",NA
"6418","Savoir","FUT",1,"pl","Châteauponsac","soˈrã",NA
"6419","Savoir","FUT",2,"pl","Châteauponsac","soˈraː",NA
"6420","Savoir","FUT",3,"pl","Châteauponsac","soˈrã",NA
"6421","Devoir","FUT",1,"sg","Châteauponsac","døˈraj",NA
"6422","Devoir","FUT",2,"sg","Châteauponsac","døˈraː",NA
"6423","Devoir","FUT",3,"sg","Châteauponsac","døˈrɔ",NA
"6424","Devoir","FUT",1,"pl","Châteauponsac","døˈrã",NA
"6425","Devoir","FUT",2,"pl","Châteauponsac","døˈraː",NA
"6426","Devoir","FUT",3,"pl","Châteauponsac","døˈrã",NA
"6427","Faire","FUT",1,"sg","Châteauponsac","faˈraj",NA
"6428","Faire","FUT",2,"sg","Châteauponsac","faˈraː",NA
"6429","Faire","FUT",3,"sg","Châteauponsac","fɔˈrɔ",NA
"6430","Faire","FUT",1,"pl","Châteauponsac","faˈrã",NA
"6431","Faire","FUT",2,"pl","Châteauponsac","faˈraː",NA
"6432","Faire","FUT",3,"pl","Châteauponsac","faˈrã",NA
"6433","Venir","FUT",1,"sg","Châteauponsac","vɛ̃nˈdraj",NA
"6434","Venir","FUT",2,"sg","Châteauponsac","vɛ̃nˈdraː",NA
"6435","Venir","FUT",3,"sg","Châteauponsac","vɛ̃nˈdrɔ",NA
"6436","Venir","FUT",1,"pl","Châteauponsac","vɛ̃nˈdrã",NA
"6437","Venir","FUT",2,"pl","Châteauponsac","vɛ̃nˈdraː",NA
"6438","Venir","FUT",3,"pl","Châteauponsac","vɛ̃nˈdrã",NA
"6439","Tenir","FUT",1,"sg","Châteauponsac","tɛ̃nˈdraj",NA
"6440","Tenir","FUT",2,"sg","Châteauponsac","tɛ̃nˈdraː",NA
"6441","Tenir","FUT",3,"sg","Châteauponsac","tɛ̃nˈdrɔ",NA
"6442","Tenir","FUT",1,"pl","Châteauponsac","tɛ̃nˈdrã",NA
"6443","Tenir","FUT",2,"pl","Châteauponsac","tɛ̃nˈdraː",NA
"6444","Tenir","FUT",3,"pl","Châteauponsac","tɛ̃nˈdrã",NA
"6445","Dire","FUT",1,"sg","Châteauponsac","diˈraj",NA
"6446","Dire","FUT",2,"sg","Châteauponsac","diˈraː",NA
"6447","Dire","FUT",3,"sg","Châteauponsac","diˈrɔ",NA
"6448","Dire","FUT",1,"pl","Châteauponsac","diˈrã",NA
"6449","Dire","FUT",2,"pl","Châteauponsac","diˈraː",NA
"6450","Dire","FUT",3,"pl","Châteauponsac","diˈrã",NA
"6451","Croire","FUT",1,"sg","Châteauponsac","kreˈraj",NA
"6452","Croire","FUT",2,"sg","Châteauponsac","kreˈraː",NA
"6453","Croire","FUT",3,"sg","Châteauponsac","kreˈrɔ",NA
"6454","Croire","FUT",1,"pl","Châteauponsac","kreˈrã",NA
"6455","Croire","FUT",2,"pl","Châteauponsac","kreˈraː",NA
"6456","Croire","FUT",3,"pl","Châteauponsac","kreˈrã",NA
"6457","Prendre","FUT",1,"sg","Châteauponsac","prɛ̃nˈdraj",NA
"6458","Prendre","FUT",2,"sg","Châteauponsac","prɛ̃nˈdraː",NA
"6459","Prendre","FUT",3,"sg","Châteauponsac","prɛ̃nˈdrɔ",NA
"6460","Prendre","FUT",1,"pl","Châteauponsac","prɛ̃nˈdrã",NA
"6461","Prendre","FUT",2,"pl","Châteauponsac","prɛ̃nˈdraː",NA
"6462","Prendre","FUT",3,"pl","Châteauponsac","prɛ̃nˈdrã",NA
"6463","Voir","FUT",1,"sg","Châteauponsac","veˈraj",NA
"6464","Voir","FUT",2,"sg","Châteauponsac","veˈraː",NA
"6465","Voir","FUT",3,"sg","Châteauponsac","veˈrɔ",NA
"6466","Voir","FUT",1,"pl","Châteauponsac","veˈrã",NA
"6467","Voir","FUT",2,"pl","Châteauponsac","veˈraː",NA
"6468","Voir","FUT",3,"pl","Châteauponsac","veˈrã",NA
"6469","Chanter","FUT",1,"sg","Cellefrouin","ʃãtre",NA
"6470","Chanter","FUT",2,"sg","Cellefrouin","ʃãtrɑ",NA
"6471","Chanter","FUT",3,"sg","Cellefrouin","ʃãtrɔ",NA
"6472","Chanter","FUT",1,"pl","Cellefrouin","ʃãtrã",NA
"6473","Chanter","FUT",2,"pl","Cellefrouin","ʃãtre",NA
"6474","Chanter","FUT",3,"pl","Cellefrouin","ʃãtrã",NA
"6475","Lier","FUT",1,"sg","Cellefrouin","ljire",NA
"6476","Lier","FUT",2,"sg","Cellefrouin","ljirɑ",NA
"6477","Lier","FUT",3,"sg","Cellefrouin","ljirɔ",NA
"6478","Lier","FUT",1,"pl","Cellefrouin","ljirã",NA
"6479","Lier","FUT",2,"pl","Cellefrouin","ljire",NA
"6480","Lier","FUT",3,"pl","Cellefrouin","ljirã",NA
"6481","Couver","FUT",1,"sg","Cellefrouin","kure",NA
"6482","Couver","FUT",2,"sg","Cellefrouin","kurɑ",NA
"6483","Couver","FUT",3,"sg","Cellefrouin","kurɔ",NA
"6484","Couver","FUT",1,"pl","Cellefrouin","kurã",NA
"6485","Couver","FUT",2,"pl","Cellefrouin","kure",NA
"6486","Couver","FUT",3,"pl","Cellefrouin","kurã",NA
"6487","Acheter","FUT",1,"sg","Cellefrouin","aʃ(ə)tre",NA
"6488","Acheter","FUT",2,"sg","Cellefrouin","aʃ(ə)trɑ",NA
"6489","Acheter","FUT",3,"sg","Cellefrouin","aʃ(ə)trɔ",NA
"6490","Acheter","FUT",1,"pl","Cellefrouin","aʃ(ə)trã",NA
"6491","Acheter","FUT",2,"pl","Cellefrouin","aʃ(ə)tre",NA
"6492","Acheter","FUT",3,"pl","Cellefrouin","aʃ(ə)trã",NA
"6493","Aller","FUT",1,"sg","Cellefrouin","ere",NA
"6494","Aller","FUT",2,"sg","Cellefrouin","erɑ",NA
"6495","Aller","FUT",3,"sg","Cellefrouin","erɔ",NA
"6496","Aller","FUT",1,"pl","Cellefrouin","erã",NA
"6497","Aller","FUT",2,"pl","Cellefrouin","ere",NA
"6498","Aller","FUT",3,"pl","Cellefrouin","erã",NA
"6499","Blanchir","FUT",1,"sg","Cellefrouin","bjãʃire",NA
"6500","Blanchir","FUT",2,"sg","Cellefrouin","bjãʃirɑ",NA
"6501","Blanchir","FUT",3,"sg","Cellefrouin","bjãʃirɔ",NA
"6502","Blanchir","FUT",1,"pl","Cellefrouin","bjãʃirã",NA
"6503","Blanchir","FUT",2,"pl","Cellefrouin","bjãʃire",NA
"6504","Blanchir","FUT",3,"pl","Cellefrouin","bjãʃirã",NA
"6505","Couvrir","FUT",1,"sg","Cellefrouin","(Missing)",NA
"6506","Couvrir","FUT",2,"sg","Cellefrouin","(Missing)",NA
"6507","Couvrir","FUT",3,"sg","Cellefrouin","(Missing)",NA
"6508","Couvrir","FUT",1,"pl","Cellefrouin","(Missing)",NA
"6509","Couvrir","FUT",2,"pl","Cellefrouin","(Missing)",NA
"6510","Couvrir","FUT",3,"pl","Cellefrouin","(Missing)",NA
"6511","Partir","FUT",1,"sg","Cellefrouin","(Missing)",NA
"6512","Partir","FUT",2,"sg","Cellefrouin","(Missing)",NA
"6513","Partir","FUT",3,"sg","Cellefrouin","(Missing)",NA
"6514","Partir","FUT",1,"pl","Cellefrouin","(Missing)",NA
"6515","Partir","FUT",2,"pl","Cellefrouin","(Missing)",NA
"6516","Partir","FUT",3,"pl","Cellefrouin","(Missing)",NA
"6517","Vendre","FUT",1,"sg","Cellefrouin","vãdre",NA
"6518","Vendre","FUT",2,"sg","Cellefrouin","vãdrɑ",NA
"6519","Vendre","FUT",3,"sg","Cellefrouin","vãdrɔ",NA
"6520","Vendre","FUT",1,"pl","Cellefrouin","vãdrã",NA
"6521","Vendre","FUT",2,"pl","Cellefrouin","vãdre",NA
"6522","Vendre","FUT",3,"pl","Cellefrouin","vãdrã",NA
"6523","Avoir","FUT",1,"sg","Cellefrouin","ore",NA
"6524","Avoir","FUT",2,"sg","Cellefrouin","orɑ",NA
"6525","Avoir","FUT",3,"sg","Cellefrouin","orɔ",NA
"6526","Avoir","FUT",1,"pl","Cellefrouin","orã",NA
"6527","Avoir","FUT",2,"pl","Cellefrouin","ore",NA
"6528","Avoir","FUT",3,"pl","Cellefrouin","orã",NA
"6529","Être","FUT",1,"sg","Cellefrouin","s(ə)re",NA
"6530","Être","FUT",2,"sg","Cellefrouin","s(ə)rɑ",NA
"6531","Être","FUT",3,"sg","Cellefrouin","s(ə)rɔ",NA
"6532","Être","FUT",1,"pl","Cellefrouin","s(ə)rã",NA
"6533","Être","FUT",2,"pl","Cellefrouin","s(ə)re",NA
"6534","Être","FUT",3,"pl","Cellefrouin","s(ə)rã",NA
"6535","Pouvoir","FUT",1,"sg","Cellefrouin","pœre",NA
"6536","Pouvoir","FUT",2,"sg","Cellefrouin","pœrɑ",NA
"6537","Pouvoir","FUT",3,"sg","Cellefrouin","pɔr",NA
"6538","Pouvoir","FUT",1,"pl","Cellefrouin","pœrã",NA
"6539","Pouvoir","FUT",2,"pl","Cellefrouin","pœre",NA
"6540","Pouvoir","FUT",3,"pl","Cellefrouin","pœrã",NA
"6541","Vouloir","FUT",1,"sg","Cellefrouin","vudre",NA
"6542","Vouloir","FUT",2,"sg","Cellefrouin","vudrɑ",NA
"6543","Vouloir","FUT",3,"sg","Cellefrouin","vudrɔ",NA
"6544","Vouloir","FUT",1,"pl","Cellefrouin","vudrã",NA
"6545","Vouloir","FUT",2,"pl","Cellefrouin","vudre",NA
"6546","Vouloir","FUT",3,"pl","Cellefrouin","vudrã",NA
"6547","Savoir","FUT",1,"sg","Cellefrouin","sore",NA
"6548","Savoir","FUT",2,"sg","Cellefrouin","sorɑ",NA
"6549","Savoir","FUT",3,"sg","Cellefrouin","sorɔ",NA
"6550","Savoir","FUT",1,"pl","Cellefrouin","sorã",NA
"6551","Savoir","FUT",2,"pl","Cellefrouin","sore",NA
"6552","Savoir","FUT",3,"pl","Cellefrouin","sorã",NA
"6553","Devoir","FUT",1,"sg","Cellefrouin","dəvre",NA
"6554","Devoir","FUT",2,"sg","Cellefrouin","dəvrɑ",NA
"6555","Devoir","FUT",3,"sg","Cellefrouin","dəvrɔ",NA
"6556","Devoir","FUT",1,"pl","Cellefrouin","dəvrã",NA
"6557","Devoir","FUT",2,"pl","Cellefrouin","dəvre",NA
"6558","Devoir","FUT",3,"pl","Cellefrouin","dəvrã",NA
"6559","Faire","FUT",1,"sg","Cellefrouin","f(ə)re",NA
"6560","Faire","FUT",2,"sg","Cellefrouin","f(ə)rɑ",NA
"6561","Faire","FUT",3,"sg","Cellefrouin","f(ə)rɔ",NA
"6562","Faire","FUT",1,"pl","Cellefrouin","f(ə)rã",NA
"6563","Faire","FUT",2,"pl","Cellefrouin","f(ə)re",NA
"6564","Faire","FUT",3,"pl","Cellefrouin","f(ə)rã",NA
"6565","Venir","FUT",1,"sg","Cellefrouin","vãdre",NA
"6566","Venir","FUT",2,"sg","Cellefrouin","vãdrɑ",NA
"6567","Venir","FUT",3,"sg","Cellefrouin","vãdrɔ",NA
"6568","Venir","FUT",1,"pl","Cellefrouin","vãdrã",NA
"6569","Venir","FUT",2,"pl","Cellefrouin","vãdre",NA
"6570","Venir","FUT",3,"pl","Cellefrouin","vãdrã",NA
"6571","Tenir","FUT",1,"sg","Cellefrouin","tãdre",NA
"6572","Tenir","FUT",2,"sg","Cellefrouin","tãdrɑ",NA
"6573","Tenir","FUT",3,"sg","Cellefrouin","tãdrɔ",NA
"6574","Tenir","FUT",1,"pl","Cellefrouin","tãdrã",NA
"6575","Tenir","FUT",2,"pl","Cellefrouin","tãdre",NA
"6576","Tenir","FUT",3,"pl","Cellefrouin","tãdrã",NA
"6577","Dire","FUT",1,"sg","Cellefrouin","dire",NA
"6578","Dire","FUT",2,"sg","Cellefrouin","dirɑ",NA
"6579","Dire","FUT",3,"sg","Cellefrouin","dirɔ",NA
"6580","Dire","FUT",1,"pl","Cellefrouin","dirã",NA
"6581","Dire","FUT",2,"pl","Cellefrouin","dire",NA
"6582","Dire","FUT",3,"pl","Cellefrouin","dirã",NA
"6583","Croire","FUT",1,"sg","Cellefrouin","krere",NA
"6584","Croire","FUT",2,"sg","Cellefrouin","krerɑ",NA
"6585","Croire","FUT",3,"sg","Cellefrouin","krerɔ",NA
"6586","Croire","FUT",1,"pl","Cellefrouin","krerã",NA
"6587","Croire","FUT",2,"pl","Cellefrouin","krere",NA
"6588","Croire","FUT",3,"pl","Cellefrouin","krerã",NA
"6589","Prendre","FUT",1,"sg","Cellefrouin","prãdre",NA
"6590","Prendre","FUT",2,"sg","Cellefrouin","prãdrɑ",NA
"6591","Prendre","FUT",3,"sg","Cellefrouin","prãdrɔ",NA
"6592","Prendre","FUT",1,"pl","Cellefrouin","prãdrã",NA
"6593","Prendre","FUT",2,"pl","Cellefrouin","prãdre",NA
"6594","Prendre","FUT",3,"pl","Cellefrouin","prãdrã",NA
"6595","Voir","FUT",1,"sg","Cellefrouin","vere",NA
"6596","Voir","FUT",2,"sg","Cellefrouin","verɑ",NA
"6597","Voir","FUT",3,"sg","Cellefrouin","verɔ",NA
"6598","Voir","FUT",1,"pl","Cellefrouin","verã",NA
"6599","Voir","FUT",2,"pl","Cellefrouin","vere",NA
"6600","Voir","FUT",3,"pl","Cellefrouin","verã",NA
"6601","Chanter","FUT",1,"sg","Dompierre","ʃãtre",3
"6602","Chanter","FUT",2,"sg","Dompierre","ʃãtrɑ",3
"6603","Chanter","FUT",3,"sg","Dompierre","ʃãtrø",3
"6604","Chanter","FUT",1,"pl","Dompierre","ʃãtrã",3
"6605","Chanter","FUT",2,"pl","Dompierre","ʃãtrɛ",3
"6606","Chanter","FUT",3,"pl","Dompierre","ʃãtrã",3
"6607","Lier","FUT",1,"sg","Dompierre","jire",NA
"6608","Lier","FUT",2,"sg","Dompierre","jirɑ",NA
"6609","Lier","FUT",3,"sg","Dompierre","jirø",NA
"6610","Lier","FUT",1,"pl","Dompierre","jirã",NA
"6611","Lier","FUT",2,"pl","Dompierre","jirɛ",NA
"6612","Lier","FUT",3,"pl","Dompierre","jirã",NA
"6613","Couver","FUT",1,"sg","Dompierre","kure",3
"6614","Couver","FUT",2,"sg","Dompierre","kurɑ",3
"6615","Couver","FUT",3,"sg","Dompierre","kurø",3
"6616","Couver","FUT",1,"pl","Dompierre","kurã",3
"6617","Couver","FUT",2,"pl","Dompierre","kurɛ",3
"6618","Couver","FUT",3,"pl","Dompierre","kurã",3
"6619","Acheter","FUT",1,"sg","Dompierre","aʃœtre",NA
"6620","Acheter","FUT",2,"sg","Dompierre","aʃœtrɑ",NA
"6621","Acheter","FUT",3,"sg","Dompierre","aʃœtrø",NA
"6622","Acheter","FUT",1,"pl","Dompierre","aʃœtrã",NA
"6623","Acheter","FUT",2,"pl","Dompierre","w aʃœtrɛ",NA
"6624","Acheter","FUT",3,"pl","Dompierre","aʃœtrã",NA
"6625","Aller","FUT",1,"sg","Dompierre","nere / ere",NA
"6626","Aller","FUT",2,"sg","Dompierre","nerɑ / erɑ",NA
"6627","Aller","FUT",3,"sg","Dompierre","nerø / erø",NA
"6628","Aller","FUT",1,"pl","Dompierre","nerã / erã",NA
"6629","Aller","FUT",2,"pl","Dompierre","nerɛ / erɛ",NA
"6630","Aller","FUT",3,"pl","Dompierre","nerã / erã",NA
"6631","Blanchir","FUT",1,"sg","Dompierre","finire",NA
"6632","Blanchir","FUT",2,"sg","Dompierre","finirɑ",NA
"6633","Blanchir","FUT",3,"sg","Dompierre","finirø",NA
"6634","Blanchir","FUT",1,"pl","Dompierre","finirã",NA
"6635","Blanchir","FUT",2,"pl","Dompierre","finirɛ",NA
"6636","Blanchir","FUT",3,"pl","Dompierre","finirã",NA
"6637","Couvrir","FUT",1,"sg","Dompierre","kuvrire",NA
"6638","Couvrir","FUT",2,"sg","Dompierre","kuvrirɑ",NA
"6639","Couvrir","FUT",3,"sg","Dompierre","kuvrirø",NA
"6640","Couvrir","FUT",1,"pl","Dompierre","kuvrirã",NA
"6641","Couvrir","FUT",2,"pl","Dompierre","kuvrirɛ",NA
"6642","Couvrir","FUT",3,"pl","Dompierre","kuvrirã",NA
"6643","Partir","FUT",1,"sg","Dompierre","(Missing)",NA
"6644","Partir","FUT",2,"sg","Dompierre","(Missing)",NA
"6645","Partir","FUT",3,"sg","Dompierre","(Missing)",NA
"6646","Partir","FUT",1,"pl","Dompierre","(Missing)",NA
"6647","Partir","FUT",2,"pl","Dompierre","(Missing)",NA
"6648","Partir","FUT",3,"pl","Dompierre","(Missing)",NA
"6649","Vendre","FUT",1,"sg","Dompierre","vãdre",NA
"6650","Vendre","FUT",2,"sg","Dompierre","vãdrɑ",NA
"6651","Vendre","FUT",3,"sg","Dompierre","vãdrø",NA
"6652","Vendre","FUT",1,"pl","Dompierre","vãdrã",NA
"6653","Vendre","FUT",2,"pl","Dompierre","vãdrɛ",NA
"6654","Vendre","FUT",3,"pl","Dompierre","vãdrã",NA
"6655","Avoir","FUT",1,"sg","Dompierre","ore",NA
"6656","Avoir","FUT",2,"sg","Dompierre","orɑ",NA
"6657","Avoir","FUT",3,"sg","Dompierre","orø",NA
"6658","Avoir","FUT",1,"pl","Dompierre","orã",NA
"6659","Avoir","FUT",2,"pl","Dompierre","w orɛ",NA
"6660","Avoir","FUT",3,"pl","Dompierre","orã",NA
"6661","Être","FUT",1,"sg","Dompierre","sare / s(ə)re",NA
"6662","Être","FUT",2,"sg","Dompierre","sarɑ / s(ə)rɑ",NA
"6663","Être","FUT",3,"sg","Dompierre","sarø / s(ə)rø",NA
"6664","Être","FUT",1,"pl","Dompierre","sarã / s(ə)rã",NA
"6665","Être","FUT",2,"pl","Dompierre","sarɛ / s(ə)rɛ",NA
"6666","Être","FUT",3,"pl","Dompierre","sarã / s(ə)rã",NA
"6667","Pouvoir","FUT",1,"sg","Dompierre","pøre",3
"6668","Pouvoir","FUT",2,"sg","Dompierre","pørɑ",3
"6669","Pouvoir","FUT",3,"sg","Dompierre","pørø",3
"6670","Pouvoir","FUT",1,"pl","Dompierre","pørã",3
"6671","Pouvoir","FUT",2,"pl","Dompierre","pørɛ",3
"6672","Pouvoir","FUT",3,"pl","Dompierre","pørã",3
"6673","Vouloir","FUT",1,"sg","Dompierre","vodre",3
"6674","Vouloir","FUT",2,"sg","Dompierre","vodrɑ",3
"6675","Vouloir","FUT",3,"sg","Dompierre","vodrø",3
"6676","Vouloir","FUT",1,"pl","Dompierre","vodrã",3
"6677","Vouloir","FUT",2,"pl","Dompierre","vodrɛ",3
"6678","Vouloir","FUT",3,"pl","Dompierre","vodrã",3
"6679","Savoir","FUT",1,"sg","Dompierre","sore",5
"6680","Savoir","FUT",2,"sg","Dompierre","sorɑ",5
"6681","Savoir","FUT",3,"sg","Dompierre","sorø",5
"6682","Savoir","FUT",1,"pl","Dompierre","sorã",5
"6683","Savoir","FUT",2,"pl","Dompierre","sorɛ",5
"6684","Savoir","FUT",3,"pl","Dompierre","sorã",5
"6685","Devoir","FUT",1,"sg","Dompierre","dəvre",3
"6686","Devoir","FUT",2,"sg","Dompierre","dəvrɑ",3
"6687","Devoir","FUT",3,"sg","Dompierre","dəvrø",3
"6688","Devoir","FUT",1,"pl","Dompierre","dəvrã",3
"6689","Devoir","FUT",2,"pl","Dompierre","dəvrɛ",3
"6690","Devoir","FUT",3,"pl","Dompierre","dəvrã",3
"6691","Faire","FUT",1,"sg","Dompierre","fare",4
"6692","Faire","FUT",2,"sg","Dompierre","farɑ",4
"6693","Faire","FUT",3,"sg","Dompierre","farø",4
"6694","Faire","FUT",1,"pl","Dompierre","farã",4
"6695","Faire","FUT",2,"pl","Dompierre","farɛ",4
"6696","Faire","FUT",3,"pl","Dompierre","farã",4
"6697","Venir","FUT",1,"sg","Dompierre","vɛ̃dre",2
"6698","Venir","FUT",2,"sg","Dompierre","vɛ̃drɑ",2
"6699","Venir","FUT",3,"sg","Dompierre","vɛ̃drø",2
"6700","Venir","FUT",1,"pl","Dompierre","vɛ̃drã",2
"6701","Venir","FUT",2,"pl","Dompierre","vɛ̃drɛ",2
"6702","Venir","FUT",3,"pl","Dompierre","vɛ̃drã",2
"6703","Tenir","FUT",1,"sg","Dompierre","tɛ̃dre",4
"6704","Tenir","FUT",2,"sg","Dompierre","tɛ̃drɑ",4
"6705","Tenir","FUT",3,"sg","Dompierre","tɛ̃drø",4
"6706","Tenir","FUT",1,"pl","Dompierre","tɛ̃drã",4
"6707","Tenir","FUT",2,"pl","Dompierre","tɛ̃drɛ",4
"6708","Tenir","FUT",3,"pl","Dompierre","tɛ̃drã",4
"6709","Dire","FUT",1,"sg","Dompierre","dire",3
"6710","Dire","FUT",2,"sg","Dompierre","dirɑ",3
"6711","Dire","FUT",3,"sg","Dompierre","dirø",3
"6712","Dire","FUT",1,"pl","Dompierre","dirã",3
"6713","Dire","FUT",2,"pl","Dompierre","dirɛ",3
"6714","Dire","FUT",3,"pl","Dompierre","dirã",3
"6715","Croire","FUT",1,"sg","Dompierre","krere",3
"6716","Croire","FUT",2,"sg","Dompierre","krerɑ",3
"6717","Croire","FUT",3,"sg","Dompierre","krerø",3
"6718","Croire","FUT",1,"pl","Dompierre","krerã",3
"6719","Croire","FUT",2,"pl","Dompierre","krerɛ",3
"6720","Croire","FUT",3,"pl","Dompierre","krerã",3
"6721","Prendre","FUT",1,"sg","Dompierre","prãdre",4
"6722","Prendre","FUT",2,"sg","Dompierre","prãdrɑ",4
"6723","Prendre","FUT",3,"sg","Dompierre","prãdrø",4
"6724","Prendre","FUT",1,"pl","Dompierre","prãdrã",4
"6725","Prendre","FUT",2,"pl","Dompierre","prãdrɛ",4
"6726","Prendre","FUT",3,"pl","Dompierre","prãdrã",4
"6727","Voir","FUT",1,"sg","Dompierre","vere",3
"6728","Voir","FUT",2,"sg","Dompierre","verɑ",3
"6729","Voir","FUT",3,"sg","Dompierre","verø",3
"6730","Voir","FUT",1,"pl","Dompierre","verã",3
"6731","Voir","FUT",2,"pl","Dompierre","verɛ",3
"6732","Voir","FUT",3,"pl","Dompierre","verã",3
"6733","Chanter","FUT",1,"sg","Bonnat","ʃãtre",NA
"6734","Chanter","FUT",2,"sg","Bonnat","ʃãtrɑ",NA
"6735","Chanter","FUT",3,"sg","Bonnat","ʃãtœr",NA
"6736","Chanter","FUT",1,"pl","Bonnat","ʃãtrɛ̃",NA
"6737","Chanter","FUT",2,"pl","Bonnat","ʃãtre",NA
"6738","Chanter","FUT",3,"pl","Bonnat","ʃãtrɛ̃",NA
"6739","Lier","FUT",1,"sg","Bonnat","jere",NA
"6740","Lier","FUT",2,"sg","Bonnat","jerɑ",NA
"6741","Lier","FUT",3,"sg","Bonnat","jœr",NA
"6742","Lier","FUT",1,"pl","Bonnat","jerɛ̃",NA
"6743","Lier","FUT",2,"pl","Bonnat","jere",NA
"6744","Lier","FUT",3,"pl","Bonnat","jerɛ̃",NA
"6745","Couver","FUT",1,"sg","Bonnat","(Missing)",NA
"6746","Couver","FUT",2,"sg","Bonnat","(Missing)",NA
"6747","Couver","FUT",3,"sg","Bonnat","(Missing)",NA
"6748","Couver","FUT",1,"pl","Bonnat","(Missing)",NA
"6749","Couver","FUT",2,"pl","Bonnat","(Missing)",NA
"6750","Couver","FUT",3,"pl","Bonnat","(Missing)",NA
"6751","Acheter","FUT",1,"sg","Bonnat","(Missing)",3
"6752","Acheter","FUT",2,"sg","Bonnat","(Missing)",3
"6753","Acheter","FUT",3,"sg","Bonnat","(Missing)",3
"6754","Acheter","FUT",1,"pl","Bonnat","(Missing)",3
"6755","Acheter","FUT",2,"pl","Bonnat","(Missing)",3
"6756","Acheter","FUT",3,"pl","Bonnat","(Missing)",3
"6757","Aller","FUT",1,"sg","Bonnat","nire",NA
"6758","Aller","FUT",2,"sg","Bonnat","nirɑ",NA
"6759","Aller","FUT",3,"sg","Bonnat","nir",NA
"6760","Aller","FUT",1,"pl","Bonnat","nirɛ̃",NA
"6761","Aller","FUT",2,"pl","Bonnat","nire",NA
"6762","Aller","FUT",3,"pl","Bonnat","nirɛ",NA
"6763","Blanchir","FUT",1,"sg","Bonnat","bjãʃire",NA
"6764","Blanchir","FUT",2,"sg","Bonnat","bjãʃirɑ",NA
"6765","Blanchir","FUT",3,"sg","Bonnat","bjãʃir",NA
"6766","Blanchir","FUT",1,"pl","Bonnat","bjãʃirɛ̃",NA
"6767","Blanchir","FUT",2,"pl","Bonnat","bjãʃire",NA
"6768","Blanchir","FUT",3,"pl","Bonnat","bjãʃirɛ̃",NA
"6769","Couvrir","FUT",1,"sg","Bonnat","(Missing)",NA
"6770","Couvrir","FUT",2,"sg","Bonnat","(Missing)",NA
"6771","Couvrir","FUT",3,"sg","Bonnat","(Missing)",NA
"6772","Couvrir","FUT",1,"pl","Bonnat","(Missing)",NA
"6773","Couvrir","FUT",2,"pl","Bonnat","(Missing)",NA
"6774","Couvrir","FUT",3,"pl","Bonnat","(Missing)",NA
"6775","Partir","FUT",1,"sg","Bonnat","partire",NA
"6776","Partir","FUT",2,"sg","Bonnat","partirɑ",NA
"6777","Partir","FUT",3,"sg","Bonnat","partir",NA
"6778","Partir","FUT",1,"pl","Bonnat","partirɛ̃",NA
"6779","Partir","FUT",2,"pl","Bonnat","partire",NA
"6780","Partir","FUT",3,"pl","Bonnat","partirɛ̃",NA
"6781","Vendre","FUT",1,"sg","Bonnat","vãdre",NA
"6782","Vendre","FUT",2,"sg","Bonnat","vãdrɑ",NA
"6783","Vendre","FUT",3,"sg","Bonnat","vãdœr",NA
"6784","Vendre","FUT",1,"pl","Bonnat","vãdrɛ̃",NA
"6785","Vendre","FUT",2,"pl","Bonnat","vãdre",NA
"6786","Vendre","FUT",3,"pl","Bonnat","vãdrɛ̃",NA
"6787","Avoir","FUT",1,"sg","Bonnat","ore",NA
"6788","Avoir","FUT",2,"sg","Bonnat","orɑ",NA
"6789","Avoir","FUT",3,"sg","Bonnat","ɔr",NA
"6790","Avoir","FUT",1,"pl","Bonnat","orɛ̃",NA
"6791","Avoir","FUT",2,"pl","Bonnat","ore",NA
"6792","Avoir","FUT",3,"pl","Bonnat","orɛ̃",NA
"6793","Être","FUT",1,"sg","Bonnat","s(ə)re",NA
"6794","Être","FUT",2,"sg","Bonnat","s(ə)rɑ",NA
"6795","Être","FUT",3,"sg","Bonnat","sir",NA
"6796","Être","FUT",1,"pl","Bonnat","s(ə)rɛ̃",NA
"6797","Être","FUT",2,"pl","Bonnat","s(ə)re",NA
"6798","Être","FUT",3,"pl","Bonnat","s(ə)rɛ̃",NA
"6799","Pouvoir","FUT",1,"sg","Bonnat","pøre",3
"6800","Pouvoir","FUT",2,"sg","Bonnat","pørɑ",3
"6801","Pouvoir","FUT",3,"sg","Bonnat","pœr",3
"6802","Pouvoir","FUT",1,"pl","Bonnat","pørɛ̃",3
"6803","Pouvoir","FUT",2,"pl","Bonnat","pøre",3
"6804","Pouvoir","FUT",3,"pl","Bonnat","pørɛ̃",3
"6805","Vouloir","FUT",1,"sg","Bonnat","vore",3
"6806","Vouloir","FUT",2,"sg","Bonnat","vorɑ",3
"6807","Vouloir","FUT",3,"sg","Bonnat","vɔr",3
"6808","Vouloir","FUT",1,"pl","Bonnat","vorɛ̃",3
"6809","Vouloir","FUT",2,"pl","Bonnat","vore",3
"6810","Vouloir","FUT",3,"pl","Bonnat","vorɛ̃",3
"6811","Savoir","FUT",1,"sg","Bonnat","sore",3
"6812","Savoir","FUT",2,"sg","Bonnat","sorɑ",3
